dataset,record,base_record,snr_db,eval_scope,target_fs_hz,bits,lsb_uv,raw_bitrate_bps,storage_mib_per_day,tolerance_ms,reference_beats,detected_beats,tp,fp,fn,sensitivity_pct,ppv_pct,f1_pct,median_abs_timing_error_ms,p95_abs_timing_error_ms,clipping_rate_pct,quantization_rmse_uv,quantization_snr_db,evaluated_duration_s
nstdb,118e00,118,0,noise_only,100,9,19.53125000,900,9.26971436,150,982,1630,801,829,181,81.56822811,49.14110429,61.33231240,26.66666667,133.33333333,2.47968726,270.82920998,16.34043801,782.75555556
nstdb,118e00,118,0,noise_only,100,10,9.76562500,1000,10.29968262,150,982,1626,804,822,178,81.87372709,49.44649446,61.65644172,30.83333333,133.80555556,2.46563442,269.58549897,16.38041751,782.75555556
nstdb,118e00,118,0,noise_only,100,11,4.88281250,1100,11.32965088,150,982,1626,802,824,180,81.67006110,49.32349323,61.50306748,29.44444444,133.25000000,2.45541418,268.97571025,16.40008681,782.75555556
nstdb,118e00,118,0,noise_only,125,6,156.25000000,750,7.72476196,150,982,1596,844,752,138,85.94704684,52.88220551,65.47711404,12.05555556,130.88888889,2.67566048,291.32787593,15.70614610,782.75555556
nstdb,118e00,118,0,noise_only,125,7,78.12500000,875,9.01222229,150,982,1589,846,743,136,86.15071283,53.24103210,65.81096849,13.05555556,130.88888889,2.55710563,278.89619767,16.08493508,782.75555556
nstdb,118e00,118,0,noise_only,125,8,39.06250000,1000,10.29968262,150,982,1589,850,739,132,86.55804481,53.49276274,66.12213147,12.27777778,130.24444444,2.50089427,273.36839288,16.25882096,782.75555556
nstdb,118e00,118,0,noise_only,125,9,19.53125000,1125,11.58714294,150,982,1596,852,744,130,86.76171079,53.38345865,66.09775019,12.38888889,130.64444444,2.47636568,270.78512320,16.34129093,782.75555556
nstdb,118e00,118,0,noise_only,125,10,9.76562500,1250,12.87460327,150,982,1589,848,741,134,86.35437882,53.36689742,65.96654998,12.16666667,130.73333333,2.46716746,269.54015043,16.38131762,782.75555556
nstdb,118e00,118,0,noise_only,125,11,4.88281250,1375,14.16206360,150,982,1596,848,748,134,86.35437882,53.13283208,65.78743212,12.16666667,130.73333333,2.45899126,268.92968863,16.40101197,782.75555556
nstdb,118e00,118,0,noise_only,180,6,156.25000000,1080,11.12365723,150,982,1593,889,704,93,90.52953157,55.80665411,69.04854369,8.33333333,127.77777778,2.67502271,291.08785931,15.71180452,782.75555556
nstdb,118e00,118,0,noise_only,180,7,78.12500000,1260,12.97760010,150,982,1592,884,708,98,90.02036660,55.52763819,68.68686869,8.33333333,127.77777778,2.56217352,278.67884748,16.09020625,782.75555556
nstdb,118e00,118,0,noise_only,180,8,39.06250000,1440,14.83154297,150,982,1593,886,707,96,90.22403259,55.61833019,68.81553398,8.33333333,127.77777778,2.50823302,273.14724036,16.26435002,782.75555556
nstdb,118e00,118,0,noise_only,180,9,19.53125000,1620,16.68548584,150,982,1593,890,703,92,90.63136456,55.86942875,69.12621359,8.33333333,127.77777778,2.47487509,270.56548775,16.34683838,782.75555556
nstdb,118e00,118,0,noise_only,180,10,9.76562500,1800,18.53942871,150,982,1595,886,709,96,90.22403259,55.54858934,68.76212650,8.33333333,127.77777778,2.45784124,269.32212462,16.38684572,782.75555556
nstdb,118e00,118,0,noise_only,180,11,4.88281250,1980,20.39337158,150,982,1594,886,708,96,90.22403259,55.58343789,68.78881988,8.33333333,127.77777778,2.44719509,268.71208310,16.40654245,782.75555556
nstdb,118e00,118,0,noise_only,250,6,156.25000000,1500,15.44952393,150,982,1568,885,683,97,90.12219959,56.44132653,69.41176471,3.88888889,129.80000000,2.67311908,291.07521148,15.71202884,782.75555556
nstdb,118e00,118,0,noise_only,250,7,78.12500000,1750,18.02444458,150,982,1587,885,702,97,90.12219959,55.76559546,68.89840405,3.77777778,128.62222222,2.56120681,278.65039288,16.09094008,782.75555556
nstdb,118e00,118,0,noise_only,250,8,39.06250000,2000,20.59936523,150,982,1590,891,699,91,90.73319756,56.03773585,69.28460342,3.66666667,126.94444444,2.49426386,273.12563382,16.26488403,782.75555556
nstdb,118e00,118,0,noise_only,250,9,19.53125000,2250,23.17428589,150,982,1584,888,696,94,90.42769857,56.06060606,69.21278254,3.66666667,127.06111111,2.46718007,270.54303568,16.34740610,782.75555556
nstdb,118e00,118,0,noise_only,250,10,9.76562500,2500,25.74920654,150,982,1585,888,697,94,90.42769857,56.02523659,69.18582002,3.66666667,127.47777778,2.45644875,269.29858466,16.38745186,782.75555556
nstdb,118e00,118,0,noise_only,250,11,4.88281250,2750,28.32412720,150,982,1584,888,696,94,90.42769857,56.06060606,69.21278254,3.66666667,127.06111111,2.44929454,268.68844318,16.40715354,782.75555556
nstdb,118e00,118,0,noise_only,360,6,156.25000000,2160,22.24731445,150,982,1594,899,695,83,91.54786151,56.39899624,69.79813665,2.77777778,130.55555556,2.67431297,290.81952328,15.71773397,782.75555556
nstdb,118e00,118,0,noise_only,360,7,78.12500000,2520,25.95520020,150,982,1597,901,696,81,91.75152749,56.41828428,69.87204343,2.77777778,127.77777778,2.55756019,278.40372165,16.09670440,782.75555556
nstdb,118e00,118,0,noise_only,360,8,39.06250000,2880,29.66308594,150,982,1589,895,694,87,91.14052953,56.32473254,69.62271490,2.77777778,127.77777778,2.50149046,272.87543623,16.27091627,782.75555556
nstdb,118e00,118,0,noise_only,360,9,19.53125000,3240,33.37097168,150,982,1592,901,691,81,91.75152749,56.59547739,70.00777001,2.77777778,130.55555556,2.46884227,270.29371629,16.35348614,782.75555556
nstdb,118e00,118,0,noise_only,360,10,9.76562500,3600,37.07885742,150,982,1592,901,691,81,91.75152749,56.59547739,70.00777001,2.77777778,127.77777778,2.45287304,269.05037013,16.39353325,782.75555556
nstdb,118e00,118,0,noise_only,360,11,4.88281250,3960,40.78674316,150,982,1591,900,691,82,91.64969450,56.56819610,69.95724835,2.77777778,127.91666667,2.44435612,268.44045365,16.41324585,782.75555556
nstdb,118e06,118,6,mixed_after_5min,100,6,156.25000000,600,6.17980957,75,1916,2400,1754,646,162,91.54488518,73.08333333,81.27896200,7.77777778,52.22222222,0.01328762,46.42293914,24.06664552,1505.15555556
nstdb,118e06,118,6,mixed_after_5min,100,7,78.12500000,700,7.20977783,75,1916,2413,1762,651,154,91.96242171,73.02113552,81.40448140,7.77777778,51.66666667,0.01195886,23.33384466,30.04157214,1505.15555556
nstdb,118e06,118,6,mixed_after_5min,100,8,39.06250000,800,8.23974609,75,1916,2412,1760,652,156,91.85803758,72.96849088,81.33086876,7.77777778,52.22222222,0.01195886,12.60858748,35.38796947,1505.15555556
