snr_db,target_fs_hz,bits,records,reference_beats,tp,fp,fn,pooled_sensitivity_pct,pooled_ppv_pct,pooled_f1_pct,macro_f1_mean_pct,macro_f1_median_pct,macro_f1_q05_pct,median_timing_error_ms,p95_timing_error_ms_median,clipping_rate_pct_mean,quantization_rmse_uv_mean,quantization_snr_db_median,raw_bitrate_bps,storage_mib_per_day,reference_f1_pct,f1_drop_from_reference_pp,bitrate_reduction_pct
12,250,9,2.00000000,1848.00000000,1835.00000000,162.00000000,13.00000000,99.29653680,91.88783175,95.44863459,95.42341835,95.42341835,95.02496732,1.44444445,38.57500000,0.00000000,5.63723346,40.62739243,2250.00000000,23.17428589,96.43044619,0.98181160,43.18181818
12,250,10,2.00000000,1848.00000000,1836.00000000,161.00000000,12.00000000,99.35064935,91.93790686,95.50065020,95.48395118,95.48395118,95.22481699,1.44444445,38.50833334,0.00000000,2.82035517,46.64263706,2500.00000000,25.74920654,96.43044619,0.92979600,36.86868687
12,250,11,2.00000000,1848.00000000,1836.00000000,161.00000000,12.00000000,99.35064935,91.93790686,95.50065020,95.48395118,95.48395118,95.22481699,1.44444445,38.28888889,0.00000000,1.40973426,52.66597231,2750.00000000,28.32412720,96.43044619,0.92979600,30.55555556
12,360,6,2.00000000,1848.00000000,1838.00000000,112.00000000,10.00000000,99.45887446,94.25641026,96.78778304,96.88399251,96.88399251,95.71781101,1.38888889,37.50000000,0.00000000,45.12968917,22.55622742,2160.00000000,22.24731445,96.43044619,-0.35733685,45.45454545
12,360,7,2.00000000,1848.00000000,1838.00000000,122.00000000,10.00000000,99.45887446,93.77551020,96.53361345,96.62791391,96.62791391,95.48186230,1.38888889,37.50000000,0.00000000,22.54399231,28.58485723,2520.00000000,25.95520020,96.43044619,-0.10316725,36.36363636
12,360,8,2.00000000,1848.00000000,1837.00000000,123.00000000,11.00000000,99.40476190,93.72448980,96.48109244,96.57563885,96.57563885,95.43468999,1.38888889,37.50000000,0.00000000,11.27282804,34.60481829,2880.00000000,29.66308594,96.43044619,-0.05064624,27.27272727
12,360,9,2.00000000,1848.00000000,1837.00000000,126.00000000,11.00000000,99.40476190,93.58125318,96.40514301,96.48813364,96.48813364,95.46788427,1.38888889,37.50000000,0.00000000,5.63917051,40.62116930,3240.00000000,33.37097168,96.43044619,0.02530319,18.18181818
12,360,10,2.00000000,1848.00000000,1837.00000000,122.00000000,11.00000000,99.40476190,93.77233282,96.50643551,96.59894153,96.59894153,95.47896506,1.38888889,37.50000000,0.00000000,2.82049262,46.63897803,3600.00000000,37.07885742,96.43044619,-0.07598932,9.09090909
12,360,11,2.00000000,1848.00000000,1837.00000000,125.00000000,11.00000000,99.40476190,93.62895005,96.43044619,96.52017209,96.52017209,95.42914331,1.38888889,37.50000000,0.00000000,1.40852862,52.67016283,3960.00000000,40.78674316,96.43044619,0.00000000,0.00000000
18,100,6,2.00000000,1848.00000000,1836.00000000,142.00000000,12.00000000,99.35064935,92.82103134,95.97490852,95.86241845,95.86241845,92.27585992,32.22222222,39.44444445,0.00000000,45.16952053,20.72622494,600.00000000,6.17980957,100.00000000,4.02509148,84.84848485
